"annotation_id","annotator","created_at","id","image","label","lead_time","updated_at"
18,"1","2025-10-01T06:20:26.509222Z",119,"/data/upload/3/a45763df-img017.jpg","[{""x"":26.75507354389933,""y"":18.562874251497004,""width"":10.087978549339084,""height"":4.191616766467067,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":1864,""original_height"":4096},{""x"":45.61520735353328,""y"":38.72255489021956,""width"":8.333547497280115,""height"":4.790419161676645,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":1864,""original_height"":4096},{""x"":30.26393564801727,""y"":57.684630738522955,""width"":7.017724208235887,""height"":3.393213572854293,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":1864,""original_height"":4096},{""x"":46.053815116548016,""y"":56.886227544910184,""width"":10.087978549339091,""height"":4.391217564870253,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":1864,""original_height"":4096}]",32.662,"2025-10-01T06:20:26.509222Z"
19,"1","2025-10-01T06:21:07.888765Z",120,"/data/upload/3/e86a8122-img018.jpg","[{""x"":45.176599590518535,""y"":26.746506986027946,""width"":12.281017364412797,""height"":5.588822355289416,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":1864,""original_height"":4096},{""x"":17.10570275757498,""y"":52.8942115768463,""width"":11.842409601398057,""height"":5.788423153692619,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":1864,""original_height"":4096}]",39.155,"2025-10-01T06:21:07.888765Z"
20,"1","2025-10-01T06:21:32.763163Z",121,"/data/upload/3/5d219559-img019.jpg","[{""x"":61.1049723756906,""y"":38.84950086548265,""width"":3.6464088397790206,""height"":9.226756455552135,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":4096,""original_height"":1864}]",13.096,"2025-10-01T06:21:32.763163Z"
21,"1","2025-10-01T06:22:36.636940Z",123,"/data/upload/3/917c04c7-img021.jpg","[{""x"":26.40883977900553,""y"":35.45016953975292,""width"":3.756906077348063,""height"":10.1979939771892,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":4096,""original_height"":1864},{""x"":29.502762430939228,""y"":70.90033907950584,""width"":3.977900552486183,""height"":9.226756455552135,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":4096,""original_height"":1864},{""x"":46.29834254143647,""y"":54.3893012116757,""width"":4.751381215469619,""height"":11.897659640054073,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":4096,""original_height"":1864},{""x"":62.651933701657455,""y"":27.437459986247127,""width"":4.751381215469621,""height"":8.983947075142858,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":4096,""original_height"":1864},{""x"":76.79558011049724,""y"":24.766556801745192,""width"":4.309392265193367,""height"":9.712375216370663,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":4096,""original_height"":1864}]",53.463,"2025-10-01T06:22:36.636940Z"
22,"1","2025-10-01T06:24:34.149251Z",125,"/data/upload/3/d18ffaf7-img023.jpg","[{""x"":57.4585635359116,""y"":74.78528916605411,""width"":6.740331491712716,""height"":14.082944063737457,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":4096,""original_height"":1864}]",9.619,"2025-10-01T06:24:34.149251Z"
23,"1","2025-10-01T06:25:09.417442Z",126,"/data/upload/3/2d4db3fc-img024.jpg","[{""x"":41.94582048505008,""y"":17.310257768850406,""width"":10.230687923182954,""height"":4.283301295338831,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":1864,""original_height"":4096}]",28.872,"2025-10-01T06:25:09.417442Z"
24,"1","2025-10-01T06:26:03.731914Z",127,"/data/upload/3/8b5b7e4f-img025.jpg","[{""x"":45.85635359116022,""y"":52.204016787992316,""width"":3.756906077348063,""height"":8.498328314324333,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":4096,""original_height"":1864},{""x"":59.889502762430844,""y"":47.59063856021623,""width"":4.198895027624399,""height"":9.7123752163707,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":4096,""original_height"":1864}]",41.421,"2025-10-01T06:26:03.731914Z"
25,"1","2025-10-01T06:26:18.044374Z",128,"/data/upload/3/96c89a62-img026.jpg","[{""x"":20.17595709867818,""y"":50.69860279441117,""width"":19.737349335663435,""height"":8.982035928143716,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":1864,""original_height"":4096}]",11.845,"2025-10-01T06:26:18.044374Z"
26,"1","2025-10-01T06:26:43.446850Z",133,"/data/upload/3/26f5d3ca-img031.jpg","[{""x"":76.13259668508287,""y"":37.39264458302706,""width"":5.082872928176798,""height"":10.683612738007731,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":4096,""original_height"":1864}]",12.489,"2025-10-01T06:26:43.446850Z"
27,"1","2025-10-01T06:28:45.307760Z",135,"/data/upload/3/d831f999-img033.jpg","[{""x"":18.563535911602212,""y"":26.709031845019325,""width"":5.193370165745854,""height"":11.654850259644796,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":4096,""original_height"":1864}]",11.458,"2025-10-01T06:28:45.307760Z"
28,"1","2025-10-01T06:30:08.355264Z",136,"/data/upload/3/c069a0a9-img034.jpg","[{""x"":13.701657458563535,""y"":49.77592298389965,""width"":4.972375690607738,""height"":10.1979939771892,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":4096,""original_height"":1864},{""x"":50.27624309392266,""y"":26.223413084200786,""width"":5.082872928176802,""height"":11.169231498826255,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":4096,""original_height"":1864},{""x"":76.90607734806629,""y"":27.92307874706566,""width"":3.0939226519337097,""height"":12.140469020463328,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":4096,""original_height"":1864}]",73.633,"2025-10-01T06:30:08.355264Z"
29,"1","2025-10-01T06:31:35.453557Z",137,"/data/upload/3/e173b4c7-img035.jpg","[{""x"":6.764091188881295,""y"":41.22016279742222,""width"":7.071549879284991,""height"":3.427984246424792,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":1864,""original_height"":4096},{""x"":53.80527082064669,""y"":34.01439999371292,""width"":7.071549879284989,""height"":3.2181076599090295,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":1864,""original_height"":4096},{""x"":15.372934520184762,""y"":53.60288140185463,""width"":6.610361843679447,""height"":2.9382722112212605,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":1864,""original_height"":4096}]",57.248,"2025-10-01T06:31:35.453557Z"
30,"1","2025-10-01T06:32:25.802568Z",138,"/data/upload/3/b42d7c64-img036.jpg","[{""x"":35.11172095236393,""y"":37.35029389191772,""width"":9.67823077533101,""height"":4.0970708042370685,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":1864,""original_height"":4096}]",47.202,"2025-10-01T06:32:25.802568Z"
31,"1","2025-10-01T06:33:29.339548Z",139,"/data/upload/3/41eac672-img037.jpg","[{""x"":48.32992512236275,""y"":51.55582009597723,""width"":4.724890136655204,""height"":10.552797614717834,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":4096,""original_height"":1864},{""x"":35.167663213440484,""y"":32.475255734964826,""width"":3.9999683021379795,""height"":7.960419547602484,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":4096,""original_height"":1864},{""x"":35.690607734806626,""y"":13.354515922509663,""width"":3.6464088397790135,""height"":8.49832831432433,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":4096,""original_height"":1864}]",59.949,"2025-10-01T06:33:29.339548Z"
32,"1","2025-10-01T06:33:45.103039Z",140,"/data/upload/3/0a0091da-img038.jpg","[{""x"":39.47469867132688,""y"":58.28343313373253,""width"":12.719625127427548,""height"":4.7904191616766525,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":1864,""original_height"":4096}]",12.217,"2025-10-01T06:33:45.103039Z"
33,"1","2025-10-01T06:34:34.108498Z",142,"/data/upload/3/54bd777b-img040.jpg","[{""x"":60.994475138121416,""y"":28.16588812747493,""width"":3.867403314917127,""height"":8.255518933915058,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":4096,""original_height"":1864}]",42.279,"2025-10-01T06:34:34.108498Z"
34,"1","2025-10-01T06:36:21.688367Z",143,"/data/upload/3/d9e84e30-img041.jpg","[{""x"":24.864725312631414,""y"":24.438119185438982,""width"":8.088525101699382,""height"":3.1355907132528174,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":1864,""original_height"":4096},{""x"":68.00352585502748,""y"":26.755729712625847,""width"":9.58640012053253,""height"":4.089900930329677,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":1864,""original_height"":4096},{""x"":27.860475350297847,""y"":40.934052937769025,""width"":8.987250112999305,""height"":3.5445808062857935,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":1864,""original_height"":4096},{""x"":76.99077596802738,""y"":48.43220464337359,""width"":7.788950097932741,""height"":3.4082507752748157,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":1864,""original_height"":4096},{""x"":30.556650384197642,""y"":57.29365665908808,""width"":8.088525101699371,""height"":3.2719207442638094,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":1864,""original_height"":4096},{""x"":35.349850444463925,""y"":70.92665976018728,""width"":8.388100105465911,""height"":3.6809108372964903,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":1864,""original_height"":4096}]",104.362,"2025-10-01T06:36:21.688367Z"
35,"1","2025-10-01T06:37:35.904255Z",144,"/data/upload/3/53971d1d-img042.jpg","[{""x"":76.75062079971856,""y"":30.28284675460854,""width"":8.552855103780997,""height"":3.892217264025316,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":1864,""original_height"":4096},{""x"":73.37449378506821,""y"":57.22108729246802,""width"":7.877629700850875,""height"":3.3800834134956688,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":1864,""original_height"":4096},{""x"":36.24857545576386,""y"":62.47419783750576,""width"":7.788950097932734,""height"":3.9535708993187697,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":1864,""original_height"":4096}]",72.15,"2025-10-01T06:37:35.904255Z"
36,"1","2025-10-01T06:38:01.581630Z",148,"/data/upload/3/b7f33073-img046.jpg","[{""x"":59.70592507706958,""y"":32.33532934131736,""width"":10.097325564504402,""height"":4.191616766467064,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":1484,""original_height"":3264}]",14.825,"2025-10-01T06:38:01.581630Z"
37,"1","2025-10-01T06:38:30.810188Z",149,"/data/upload/3/a898dcc2-img047.jpg","[{""x"":46.931030642577504,""y"":15.768463073852296,""width"":11.842409601398067,""height"":7.584830339321357,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":1864,""original_height"":4096},{""x"":48.68546169463648,""y"":78.0439121756487,""width"":12.281017364412804,""height"":6.187624750499012,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":1864,""original_height"":4096}]",27.164,"2025-10-01T06:38:30.810188Z"
38,"1","2025-10-01T06:39:16.096039Z",151,"/data/upload/3/4abe69e8-img049.jpg","[{""x"":42.98356077544482,""y"":13.173652694610777,""width"":8.333547497280094,""height"":3.9920159680638716,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":1864,""original_height"":4096}]",38.39,"2025-10-01T06:39:16.096039Z"
39,"1","2025-10-01T06:39:40.149541Z",152,"/data/upload/3/c5c41a0b-img050.jpg","[{""x"":62.20994475138123,""y"":67.98662651459466,""width"":4.640883977900534,""height"":10.926422118416994,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":4096,""original_height"":1864}]",19.516,"2025-10-01T06:39:40.149541Z"
40,"1","2025-10-01T06:40:08.247836Z",156,"/data/upload/3/ab2a9408-img054.jpg","[{""x"":37.7202676192679,""y"":21.35728542914172,""width"":10.087978549339091,""height"":5.389221556886227,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":1864,""original_height"":4096},{""x"":22.368995913751895,""y"":78.64271457085829,""width"":11.84240960139806,""height"":4.790419161676638,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":1864,""original_height"":4096}]",16.879,"2025-10-01T06:40:08.247836Z"
41,"1","2025-10-01T06:40:22.103953Z",157,"/data/upload/3/25a29195-img055.jpg","[{""x"":25.524861878453038,""y"":42.734450952030926,""width"":3.2044198895027627,""height"":7.769900173096531,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":4096,""original_height"":1864}]",10.556,"2025-10-01T06:40:22.103953Z"
42,"1","2025-10-01T06:41:26.029407Z",159,"/data/upload/3/2bbbdb86-img057.jpg","[{""x"":30.702543411032014,""y"":39.72055888223553,""width"":7.456331971250631,""height"":3.9920159680638747,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":1864,""original_height"":4096},{""x"":45.61520735353328,""y"":25.948103792415168,""width"":8.77215526029486,""height"":4.191616766467071,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":1864,""original_height"":4096},{""x"":84.65129826184541,""y"":35.92814371257485,""width"":7.45633197125062,""height"":4.39121756487026,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":1864,""original_height"":4096},{""x"":68.42281103029991,""y"":59.88023952095804,""width"":9.64937078632434,""height"":3.393213572854332,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":1864,""original_height"":4096},{""x"":31.141151174046755,""y"":54.690618762475054,""width"":8.333547497280122,""height"":4.191616766467064,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":1864,""original_height"":4096}]",69.68900000000001,"2025-10-01T10:37:21.830804Z"
43,"1","2025-10-01T06:42:04.575490Z",160,"/data/upload/3/8390eba9-img058.jpg","[{""x"":21.95070774892264,""y"":23.752495009980038,""width"":19.316622819051922,""height"":8.782435129740513,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":1484,""original_height"":3264},{""x"":21.072679438965732,""y"":46.30738522954091,""width"":22.389721903901094,""height"":8.383233532934128,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":1484,""original_height"":3264},{""x"":66.29113740174637,""y"":55.8882235528942,""width"":22.828736058879542,""height"":8.78243512974052,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":1484,""original_height"":3264},{""x"":22.38972190390109,""y"":64.27145708582833,""width"":22.828736058879542,""height"":9.780439121756487,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":1484,""original_height"":3264},{""x"":61.90099585196184,""y"":73.65269461077844,""width"":21.95070774892264,""height"":9.381237524950095,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":1484,""original_height"":3264}]",34.581,"2025-10-01T06:42:04.575490Z"
44,"1","2025-10-01T06:42:57.218676Z",161,"/data/upload/3/68f08378-img059.jpg","[{""x"":34.585635359116026,""y"":23.309700519289592,""width"":5.966850828729278,""height"":12.140469020463328,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":4096,""original_height"":1864},{""x"":22.099447513812155,""y"":37.39264458302706,""width"":5.7458563535911615,""height"":11.654850259644796,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":4096,""original_height"":1864},{""x"":21.546961325966887,""y"":62.644820145590785,""width"":6.077348066298349,""height"":12.62608778128188,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":4096,""original_height"":1864},{""x"":34.69613259668508,""y"":50.50435112512746,""width"":5.745856353591158,""height"":12.86889716169113,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":4096,""original_height"":1864},{""x"":32.59668508287293,""y"":75.27090792687264,""width"":6.408839779005525,""height"":13.597325302918932,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":4096,""original_height"":1864},{""x"":66.96132596685082,""y"":70.90033907950584,""width"":4.198895027624317,""height"":7.041472031868736,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":4096,""original_height"":1864}]",49.194,"2025-10-01T06:42:57.218676Z"
45,"1","2025-10-01T06:43:21.686877Z",162,"/data/upload/3/71e0e40b-img060.jpg","[{""x"":26.40883977900553,""y"":56.57458563535912,""width"":6.298342541436465,""height"":12.86889716169113,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":4096,""original_height"":1864},{""x"":44.53038674033149,""y"":59.97391696108885,""width"":6.629834254143653,""height"":13.354515922509663,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":4096,""original_height"":1864},{""x"":64.08839779005525,""y"":43.22006971284945,""width"":7.845303867403302,""height"":14.811372204965267,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":4096,""original_height"":1864}]",19.949,"2025-10-01T06:43:21.686877Z"
46,"1","2025-10-01T06:43:33.867856Z",163,"/data/upload/3/74b963fa-img061.jpg","[{""x"":44.86187845303867,""y"":53.90368245085718,""width"":6.298342541436469,""height"":12.86889716169113,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":4096,""original_height"":1864}]",8.616,"2025-10-01T06:43:33.867856Z"
47,"1","2025-10-01T06:44:00.215261Z",164,"/data/upload/3/9a3da626-img062.jpg","[{""x"":57.51085430217731,""y"":17.564870259481033,""width"":22.828736058879535,""height"":9.580838323353316,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":1484,""original_height"":3264},{""x"":61.46198169698338,""y"":53.49301397205588,""width"":18.87760866407347,""height"":9.980039920159683,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":1484,""original_height"":3264}]",22.623,"2025-10-01T06:44:00.215261Z"
48,"1","2025-10-01T06:44:21.515968Z",165,"/data/upload/3/8e34c829-img063.jpg","[{""x"":23.977900552486187,""y"":39.33511962630119,""width"":5.635359116022098,""height"":12.140469020463321,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":4096,""original_height"":1864},{""x"":25.96685082872928,""y"":67.01538899295758,""width"":5.414364640883978,""height"":11.412040879235533,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":4096,""original_height"":1864}]",18.171,"2025-10-01T06:44:21.515968Z"
49,"1","2025-10-01T06:44:48.796445Z",166,"/data/upload/3/f8a525ee-img064.jpg","[{""x"":21.104972375690608,""y"":41.277594669575315,""width"":5.856353591160222,""height"":10.440803357598469,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":4096,""original_height"":1864},{""x"":23.204419889502763,""y"":67.25819837336685,""width"":5.6353591160221015,""height"":11.897659640054059,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":4096,""original_height"":1864},{""x"":70.71823204419888,""y"":59.73110758067958,""width"":5.303867403314925,""height"":11.897659640054073,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":4096,""original_height"":1864}]",24.353,"2025-10-01T06:44:48.796445Z"
50,"1","2025-10-01T06:45:12.229334Z",167,"/data/upload/3/0b6f276a-img065.jpg","[{""x"":39.47469867132688,""y"":16.966067864271455,""width"":14.912663942501261,""height"":7.984031936127746,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":1864,""original_height"":4096},{""x"":35.96583656720893,""y"":42.315369261477045,""width"":14.474056179486517,""height"":7.784431137724553,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":1864,""original_height"":4096}]",21.078,"2025-10-01T06:45:12.229334Z"
51,"1","2025-10-01T06:45:26.837077Z",168,"/data/upload/3/7f2d5c4c-img066.jpg","[{""x"":64.91394892618197,""y"":34.5309381237525,""width"":13.596840653457036,""height"":5.788423153692612,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":1864,""original_height"":4096}]",10.658,"2025-10-01T06:45:26.837077Z"
52,"1","2025-10-01T06:45:40.192410Z",169,"/data/upload/3/563c66da-img067.jpg","[{""x"":38.158875382282645,""y"":27.944111776447105,""width"":17.54431052058972,""height"":7.5848303393213605,""rotation"":0,""rectanglelabels"":[""qrcode""],""original_width"":1864,""original_height"":4096}]",10.7,"2025-10-01T06:45:40.192410Z"
